,did,tool_name,api_name,instruction,type,label,explain
257,257,ip_geo_location,ip_lookup,"Can you give me the city, country, and time information for IP address 205.201.89.34 in Spanish language?",2,1,
258,258,ip_geo_location,ip_lookup,"What are the city, latitude, longitude, and postal code details for IP address 38.120.203.95?",2,1,
259,259,ip_geo_location,ip_lookup,"Please provide me with the currency, time, and security information for IP address 238.24.60.72 in Russian language.",2,1,
260,260,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"Can you tell me the official name, two-letter code, numeric code and Internet ccTLD code for all countries?",2,2,
261,261,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"I need a list of all countries with their respective official state names, alpha 2 code, alpha 3 code, numeric code, and internet ccTLD code. Could you provide that?",2,2,
262,262,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"Is there a way to obtain the official information for all countries, including their country name, official state name, alpha 2 code, alpha 3 code, numeric code, and internet ccTLD code?",2,2,
263,263,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"Can you give me a comprehensive list of all countries along with their official state names, 2-letter codes, 3-letter codes, numerical codes, and internet ccTLD codes?",2,2,
264,264,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"I'm looking for a resource that lists all countries' official state names, alpha 2 codes, alpha 3 codes, numeric codes and internet ccTLD. Can you provide that?",2,2,
265,265,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"Where can I find a list of all countries with official names, 2-letter codes, 3-letter codes, numeric codes, and internet ccTLDs?",2,2,
266,266,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"How can I obtain a complete list of all countries along with their associated details including country name, official state name, alpha 2 code, alpha 3 code, numeric code, and internet ccTLD code?",2,2,
267,267,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"I need a compilation of all the countries and their comprehensive information like the Official State Name, Alpha 2 Code, Alpha 3 Code, Numeric Code, and Internet Cctld Code, can you provide it?",2,2,
268,268,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"Can you show me a list of all countries along with their corresponding alpha 2 codes, alpha 3 codes, numeric codes, and internet ccTLD codes?",2,2,
269,269,list_of_all_countries_and_languages_with_their_codes,list_of_all_countries,"Can you provide an all-encompassing list of all countries with their official names, two-letter codes, three-letter codes, numeric codes, and internet ccTLDs?",2,2,
270,270,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Can you provide the list of all official languages along with their ISO Language Name and their 639-1 Codes?,2,2,
271,271,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,"I'd like to know about all existing languages, can you list them along with their ISO details?",2,2,
272,272,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,May I get a list of languages along with their recognized ISO names and their 639-1 codes?,2,2,
273,273,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Can anyone share a list of all languages including their ISO Language Name and their 639-1 Codes?,2,2,
274,274,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Is there a way to find out all the languages along with their ISO Language Name and 639-1 Codes?,2,2,
275,275,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Could I have a list of all known languages with their ISO Language Name and codes defined by ISO 639-1?,2,2,
276,276,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Is there a list documenting every language along with its ISO Language Name and 639-1 Codes?,2,2,
277,277,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Could you provide an inventory of all the languages including their ISO Language Name and their respective 639-1 codes?,2,2,
278,278,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,I'm searching for a comprehensive list of known languages along with their ISO Language Names and ISO 639-1 codes. Can you help with that?,2,2,
279,279,list_of_all_countries_and_languages_with_their_codes,list_of_all_languages,Please could you share a catalogue of all languages that includes ISO Language Names and their 639-1 Codes?,2,2,
280,280,news_api,top_headlines,What are the top technology news headlines in the United States today?,2,1,
281,281,news_api,top_headlines,Show me the most recent sports news in China in the Chinese language.,2,1,
282,282,news_api,top_headlines,Can you find the latest business news articles in India?,2,1,
283,283,news_api,top_headlines,What are the top entertainment stories in the United Kingdom right now?,2,1,
284,284,news_api,top_headlines,"Can you find the top science news in Japan, in Japanese?",2,1,
285,285,news_api,top_headlines,"What are the latest headlines about health in France, in French?",2,1,
286,286,news_api,top_headlines,Please show me the most recent articles on sports in Australia.,2,1,
287,287,news_api,top_headlines,"Can you provide the top news stories in South Africa, only related to business?",2,1,
288,288,news_api,top_headlines,"What are the current top headlines in Mexico, in the technology category?",2,1,
289,289,news_api,top_headlines,"Can you find the latest news about entertainment in Brazil, in Portuguese?",2,1,
290,290,news_api,search,"Are there any recent news about the COVID-19 situation in Shenzhen, China?",2,1,
291,291,news_api,search,What's the latest news in the technology industry in the US?,2,1,
292,292,news_api,search,Can you find some financial news in English from the past week?,2,1,
293,293,news_api,search,I'm interested in the top news stories about soccer in the UK since 2024-3-20. ,2,1,
294,294,news_api,search,Can you search for any environmental news articles in Australia from 2024-3-1 to 2024-3-25?,2,1,
295,295,news_api,search,Are there any headlines related to the cryptocurrency market in China within the past month?,2,1,
296,296,news_api,search,How is the entertainment industry in Japan doing? Can you find some recent trending news?,2,1,
297,297,news_api,search,Show me the major political news in Hong Kong from 2024-3-10 to 2024-3-25 sorted by popularity.,2,1,
298,298,news_api,search,I'm looking for health news articles published in French language newspapers from France within the last week.,2,1,
299,299,news_api,search,Can you find some science and technology news stories from Indian publishers in the past month?,2,1,
300,300,objects_detection,objects_detection,Can you tell me what objects are in this photo I took at the park? files/object_detection/dolphins.jpg,2,1,
301,301,objects_detection,objects_detection,What items are present in this image I found online? https://media.istockphoto.com/id/523761634/photo/cute-panda-bear-climbing-in-tree.jpg?s=612x612&w=0&k=20&c=TxsmORsbuY1LpxQsc6T8fpWJo7lBwncciYhroAr8rXI=,2,1,
302,302,objects_detection,objects_detection,Can you tell me what's in this picture I took during my vacation? files/object_detection/tiger.jpg,2,1,
303,303,objects_detection,objects_detection,Which objects appear in this image from a news article? https://media.istockphoto.com/id/965307846/photo/baby-koala-on-a-tree.jpg?s=612x612&w=0&k=20&c=Xmpb8ywXYsDGB-iRQh0VQ4cWElqWFVg9UAuSsy4a_kk=,2,1,
304,304,objects_detection,objects_detection,Please identify the objects in this photo from my friend's birthday party. files/object_detection/wallaby.jpg,2,1,
305,305,objects_detection,objects_detection,Could you help me analyze this picture I found on a blog? https://media.istockphoto.com/id/523761634/photo/cute-panda-bear-climbing-in-tree.jpg?s=612x612&w=0&k=20&c=TxsmORsbuY1LpxQsc6T8fpWJo7lBwncciYhroAr8rXI=,2,1,
306,306,objects_detection,objects_detection,What are the objects in this photograph I took at a concert? files/object_detection/quokka.jpg,2,1,
307,307,objects_detection,objects_detection,"I found this image with a strange scene, can you tell me what's in it? https://www.thoughtco.com/thmb/bwzNgsAEcKhBi49Eg7GEpWUIMg4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/two-bottlenose-dolphins-leaping-from-the-water-dv1689001-5bfc567a46e0fb0026652224.jpg",2,1,
308,308,objects_detection,objects_detection,Can you help me identify the items in this picture I took at a museum? files/object_detection/koala.jpg,2,1,
309,309,objects_detection,objects_detection,What objects can you detect in this image from a store catalog? https://crowsnestvet.com.au/wp-content/uploads/2019/11/Keeping-Birds-Feathered-Friends.jpg,2,1,
310,310,ocr_extract_text,extract_text_from_image_url,Can you tell me what the text says in this JPEG image I found online? Here's the URL: https://images.ctfassets.net/pdf29us7flmy/7gy0r75zJRlIjq0QYz4ZHI/c3129417675361bce0d92399a2ede7ff/resized.jpg?w=720&q=100&fm=jpg,2,1,
311,311,ocr_extract_text,extract_text_from_image_url,I found a PNG image with some text on it. Can you extract the text for me? The image URL is: https://cms-article.forbesindia.com/media/images/2023/May/img_207571_tonyrobbins.jpg,2,1,
312,312,ocr_extract_text,extract_text_from_image_url,What's the text content in this image from the following link? https://cms-article.forbesindia.com/media/images/2023/May/img_207569_thomasedison.jpg,2,1,
313,313,ocr_extract_text,extract_text_from_image_url,I have an image containing text at this URL: https://cms-article.forbesindia.com/media/images/2023/May/img_207571_tonyrobbins.jpg. Can you tell me what it says?,2,1,
314,314,ocr_extract_text,extract_text_from_image_url,Could you please extract the text from this image for me? The image can be found at this URL: https://cms-article.forbesindia.com/media/images/2023/May/img_207571_tonyrobbins.jpg,2,1,
315,315,ocr_extract_text,extract_text_from_image_url,I need to know the content written in the following image. Can you help me with that? Here's the image URL: https://images.ctfassets.net/pdf29us7flmy/7eJIWOZSOd9p79EGHcEOqQ/4678b6fd4199c9e7b71d6dacd0c56097/resized.jpg?w=720&q=100&fm=jpg,2,1,
316,316,ocr_extract_text,extract_text_from_image_url,Can you read the text from this image for me? Here is the image link: https://images.ctfassets.net/pdf29us7flmy/2aufE71KN154w8kNytZcU8/44bf4b509cf193c50a555dae97c4e662/resized.jpg,2,1,
317,317,ocr_extract_text,extract_text_from_image_url,I found an image with text that I can't read. Can you extract the text from this link? https://images.ctfassets.net/pdf29us7flmy/6dUqzLou9eaR5a4laikLzy/b3cc20e7d4a44116d5ad06e8145005f7/resized.jpg,2,1,
318,318,ocr_extract_text,extract_text_from_image_url,"There's some text in this image, but I can't quite make it out. Could you extract it for me? Here's the URL: https://images.ctfassets.net/pdf29us7flmy/6dUqzLou9eaR5a4laikLzy/b3cc20e7d4a44116d5ad06e8145005f7/resized.jpg",2,1,
319,319,ocr_extract_text,extract_text_from_image_url,Please help me with the text in the following image. This is the URL where you can find it: https://cdn.geckoandfly.com/wp-content/uploads/2017/07/top-best-quotes-01-830x467.jpg,2,1,
320,320,ocr_extract_text,extract_text_from_image_file,What does this handwritten note in my photo say?,2,0,
321,321,ocr_extract_text,extract_text_from_image_file,Can you read the plate number in the picture files/img_trans/proverb7.jpg I took?,2,1,
322,322,ocr_extract_text,extract_text_from_image_file,What is the text in the billboard image files/img_trans/proverb10.png I shot?,2,1,
323,323,ocr_extract_text,extract_text_from_image_file,What does the text say in the road sign from my image files/img_trans/proverb3.jpg?,2,1,
324,324,ocr_extract_text,extract_text_from_image_file,Could you help me read the text in the screenshot files/img_trans/proverb3.jpg of my phone?,2,1,
325,325,ocr_extract_text,extract_text_from_image_file,Can you tell me the text content on the book cover in the image files/img_trans/proverb3.jpg?,2,1,
326,326,ocr_extract_text,extract_text_from_image_file,Could you recognize the letters in the artwork photo files/img_trans/proverb2.jpg?,2,1,
327,327,ocr_extract_text,extract_text_from_image_file,"I can't read the message in the picture files/img_trans/proverb6.jpg, can you help?",2,1,
328,328,ocr_extract_text,extract_text_from_image_file,Can you decipher the text on the poster in this image files/img_trans/proverb1.jpg?,2,1,
329,329,ocr_extract_text,extract_text_from_image_file,What is the text in this graffiti picture files/img_trans/proberb9.png I have?,2,1,
330,330,onecompiler_apis,execute_code,Can you run the Python code which calculates the factorial of 10?,2,0,
331,331,onecompiler_apis,execute_code,"I just wrote a Python script that says 'Hello World!', can you please execute it for me?",2,0,
332,332,onecompiler_apis,execute_code,Can you help me execute the Python program that calculates the Fibonnaci sequence up to the tenth term?,2,0,
333,333,onecompiler_apis,execute_code,"I have a Python code to calculate the value of pi to the 10th decimal place, could you run it for me?",2,0,
334,334,onecompiler_apis,execute_code,Could you execute my Python code that calculates the square root of 64?,2,0,
335,335,onecompiler_apis,execute_code,Can you execute my Python program for sorting a list of 10 numbers in ascending order?,2,0,
336,336,onecompiler_apis,execute_code,"I wrote a Python script that calculates the sum of all numbers in a list, can you run it?",2,0,
337,337,onecompiler_apis,execute_code,Can you help me to execute a Python code which takes the input string and converts it into lower case?,2,0,
338,338,onecompiler_apis,execute_code,Can you run a Python program that finds the smallest number in a list of ten numbers for me?,2,0,
339,339,onecompiler_apis,execute_code,"I want to execute a Python code that checks if a number is a prime number or not, can you help?",2,0,
340,340,public_holiday,public_holidays,Can you tell me the public holidays for the United States in 2024?,2,1,
341,341,public_holiday,public_holidays,Are there any public holidays in Japan for the year 2024?,2,1,
342,342,public_holiday,public_holidays,What were the public holidays in France in 2020?,2,1,
343,343,public_holiday,public_holidays,Could you let me know the public holidays for 2023 in India?,2,1,
344,344,public_holiday,public_holidays,Did Canada have any public holidays in the year 2021?,2,1,
345,345,public_holiday,public_holidays,What are the public holidays in Australia for the year 2024?,2,1,
346,346,public_holiday,public_holidays,Were there any public holidays in the United Kingdom in 2022?,2,1,
347,347,public_holiday,public_holidays,Could you please lookup the public holidays in China for the year 2024?,2,1,
348,348,public_holiday,public_holidays,Please tell me the public holidays in Germany for 2024.,2,1,
349,349,public_holiday,public_holidays,Could you give me information on the public holidays in Italy for the year 2020?,2,1,
350,350,recipe_by_api_ninjas,v1_recipe,Could you suggest some recipes to make Italian pasta?,2,1,
351,351,recipe_by_api_ninjas,v1_recipe,What are some easy recipes for a Chicken Biryani?,2,1,
352,352,recipe_by_api_ninjas,v1_recipe,I want to try out some Chinese dishes. Can you give me some recipes?,2,1,
353,353,recipe_by_api_ninjas,v1_recipe,Can you give me the recipes to make Mexican Tacos?,2,1,
354,354,recipe_by_api_ninjas,v1_recipe,"I want to make some desserts, can you suggest some recipes?",2,1,
355,355,recipe_by_api_ninjas,v1_recipe,I got some fresh salmon. Can you give me some recipe suggestions?,2,1,
356,356,recipe_by_api_ninjas,v1_recipe,"I want to make a vegan dish, can you show me some recipes?",2,1,
357,357,recipe_by_api_ninjas,v1_recipe,Are there any recipes to make a gluten-free cake?,2,1,
358,358,recipe_by_api_ninjas,v1_recipe,Can you suggest some recipes for a healthy breakfast meal?,2,1,
359,359,recipe_by_api_ninjas,v1_recipe,"I'm looking for some Japanese sushi recipes, can you help me?",2,1,
360,360,skyscanner80,get_config,What are the best hotel options in Shenzhen for a 3-night stay starting from 2024-3-27?,2,2,
361,361,skyscanner80,get_config,Can you find affordable flight tickets from Shenzhen to Beijing on 2024-4-15?,2,2,
362,362,skyscanner80,get_config,Are there any budget-friendly hotel options in Shanghai for a 4-night stay from 2024-5-10 to 2024-5-14?,2,2,
363,363,skyscanner80,get_config,What are the cheapest rental car options in Shenzhen for a 2-day trip starting on 2024-4-5?,2,2,
364,364,skyscanner80,get_config,Which airlines offer the best deals for flights from Shenzhen to Tokyo on 2024-6-20?,2,2,
365,365,skyscanner80,get_config,Can you recommend top-rated hotels in Guangzhou for a 5-night stay starting from 2024-8-1?,2,2,
366,366,skyscanner80,get_config,I'm looking for the most cost-effective flight options from Shenzhen to Hong Kong on 2024-7-10.,2,2,
367,367,skyscanner80,get_config,What are some affordable hotel options in Macau for a 2-night stay starting from 2024-9-15?,2,2,
368,368,skyscanner80,get_config,Are there any direct flights from Shenzhen to New York on 2024-10-20 that fit my budget?,2,2,
369,369,skyscanner80,get_config,Can I find a budget-friendly rental car in Shenzhen for a 3-day trip starting on 2024-12-28?,2,2,
370,370,skyscanner80,flights_auto_complete,Can you help me find out the airports in Beijing?,2,1,
371,371,skyscanner80,flights_auto_complete,What are the airports available in London?,2,1,
372,372,skyscanner80,flights_auto_complete,Are there any airports accessible in Tokyo for my visit?,2,1,
373,373,skyscanner80,flights_auto_complete,"I want to travel to New York, could you list me the airports there?",2,1,
374,374,skyscanner80,flights_auto_complete,Which airport should I go to if I want to land in Sydney?,2,1,
375,375,skyscanner80,flights_auto_complete,"I'm planning my trip to Paris, do you know what airports are there?",2,1,
376,376,skyscanner80,flights_auto_complete,I need to know the airports in Los Angeles for my upcoming business trip.,2,1,
377,377,skyscanner80,flights_auto_complete,Can you provide information about airports in Singapore?,2,1,
378,378,skyscanner80,flights_auto_complete,"I've got a sudden trip to Berlin, can you tell me about the airports there?",2,1,
379,379,skyscanner80,flights_auto_complete,"I am organizing a trip to Moscow, could you please tell me what airports are there?",2,1,
380,380,skyscanner80,flights_search_one_way,I'm planning to fly from Beijing to Shenzhen on 2024-04-10. Can you find me a one-way flight?,2,1,
381,381,skyscanner80,flights_search_one_way,Can you help me search for a one-way flight from New York City to London departing on 2024-06-01 for 2 adults and 1 child?,2,1,
382,382,skyscanner80,flights_search_one_way,"I'm looking for a one-way flight from Sydney, Australia to Paris, France, with the departure date set for 2024-07-15. Can you assist me?",2,1,
383,383,skyscanner80,flights_search_one_way,I am traveling alone from Shanghai to Tokyo and will depart on 2024-08-08. Can I know the available flights?,2,1,
384,384,skyscanner80,flights_search_one_way,"I need to find a one-way flight from Bangkok to Singapore for 2 adults, 1 child, and 1 infant departing on 2024-05-10, can you help me look it up?",2,1,
385,385,skyscanner80,flights_search_one_way,Can you find a one-way flight from Seoul to Beijing for 3 adults departing on 2024-12-24 in the first class cabin?,2,1,
386,386,skyscanner80,flights_search_one_way,Can you find a one-way business class flight from Frankfurt to Madrid departing on 2024-06-15 for 4 adults?,2,1,
387,387,skyscanner80,flights_search_one_way,"I'm traveling from Toronto to Vancouver with my family including 2 adults and 2 children, departure date is 2024-07-24. What flights are available?",2,1,
388,388,skyscanner80,flights_search_one_way,"I need a one-way flight from Athens to Rome for 1 adult and 1 infant, departing on 2024-05-30. Can you help me find one?",2,1,
389,389,skyscanner80,flights_search_one_way,I'm planning a trip from Dublin to London on 2024-09-15 for 2 adults. Can you find me flights?,2,1,
390,390,skyscanner80,flights_search_roundtrip,"Can you help me find a round trip flight from Shenzhen to Beijing departing on 2024-04-01 and returning on 2024-04-07, for two adults and one infant?",2,1,
391,391,skyscanner80,flights_search_roundtrip,"I'm looking to book a round trip flight in premium economy class from Shanghai to Tokyo, leaving on 2024-04-10 and coming back on 2024-04-20, just for me. Can you help me with that?",2,1,
392,392,skyscanner80,flights_search_roundtrip,What are my flight options for a round trip from Guangzhou to Sydney departing on 2024-05-01 and returning on 2024-05-18 for one adult and two children?,2,1,
393,393,skyscanner80,flights_search_roundtrip,"I want to book a round trip flight in first class from Beijing to New York, leaving on 2024-06-01 and coming back on 2024-06-20. It's for me and my wife. Can you help me find options?",2,1,
394,394,skyscanner80,flights_search_roundtrip,Can you help me find a round trip flight from Shenzhen to London departing on 2024-07-01 and returning on 2024-07-14 for three adults and provided with the currency option?,2,1,
395,395,skyscanner80,flights_search_roundtrip,"I wish to book a round trip flight in business class from Shanghai to Dubai, leaving on 2024-08-01 and coming back on 2024-08-10 for me. Can you help me with that and provide options in my local language?",2,1,
396,396,skyscanner80,flights_search_roundtrip,What are my flight options for a round trip from Beijing to Paris departing on 2024-09-01 and returning on 2024-09-20 for two adults and one child? Can you provide the results in Chinese market context?,2,1,
397,397,skyscanner80,flights_search_roundtrip,"I'm interested in booking a round trip flight from Guangzhou to Singapore, leaving on 2024-10-01 and coming back on 2024-10-10, for me and my two children, considering local market and currency. Can you assist?",2,1,
398,398,skyscanner80,flights_search_roundtrip,"Can you help me find a round trip flight from Shenzhen to Seoul departing on 2024-11-01 and returning on 2024-11-07, for two adults, one child, and one infant, in my local market context and language?",2,1,
399,399,skyscanner80,flights_search_roundtrip,"Can you provide me with a round trip flight option from Beijing to Melbourne departing on 2024-12-01 and returning on 2024-12-20, for an adult in first class, considering the local market and currency?",2,1,
400,400,skyscanner80,flights_search_everywhere,I want to go on a trip from Shenzhen on 2024-04-05 but I'm not sure where to. Can you help me find flights?,2,1,
401,401,skyscanner80,flights_search_everywhere,"I'm planning a holiday from Beijing with my wife and 2 kids, departing on 2024-07-10. Can you find flights for us?",2,1,
402,402,skyscanner80,flights_search_everywhere,"From Shenzhen, I want to travel in business class on 2024-09-20, can you check the flights for me?",2,0,
403,403,skyscanner80,flights_search_everywhere,Can you find flights departing from Hong Kong in first class on 2024-11-25 for me and my wife?,2,1,
404,404,skyscanner80,flights_search_everywhere,My friend and I want to go on an adventure from Guangzhou but we don't know where to go. We will depart on 2024-12-30. Can you help us find some flights?,2,1,
405,405,skyscanner80,flights_search_everywhere,"I'm planning a trip from Shenzhen with my wife and 3 kids, we want to depart on 2024-05-01. Can you help us find flights?",2,1,
406,406,skyscanner80,flights_search_everywhere,"My 2 friends and I want to make a surprise trip from Shanghai, we have no idea where we will go, and we plan to depart on 2024-08-01. Could you help us with that?",2,1,
407,407,skyscanner80,flights_search_everywhere,I'm from Taipei and I want to plan a free travel destination. We want to leave on 2024-10-10. Can you help me find flights?,2,1,
408,408,skyscanner80,flights_search_everywhere,"I plan to travel from Beijing with my pet and 2 children on 2024-07-15, pretend I don't care about the destination. Can you find flights for us?",2,1,
409,409,skyscanner80,flights_search_everywhere,Can you help me and my wife find premium economy flights from Shenzhen on 2024-05-25 to anywhere unknown?,2,1,
410,410,skyscanner80,flights_search_incomplete,Can you show me the complete flight details for the sessionId $SESSION_ID while using USD as the currency and viewing from the US market in English?,2,2,
411,411,skyscanner80,flights_search_incomplete,"Using the sessionId $SESSION_ID, can you provide more information on the flights while displaying prices in RMB and setting the market as Chinese in Simplified Chinese?",2,2,
412,412,skyscanner80,flights_search_incomplete,"I have a sessionId $SESSION_ID from a previous flight search. Can you give me complete flight information with prices in EUR, and the market set to France in French?",2,2,
413,413,skyscanner80,flights_search_incomplete,"How can I obtain complete data for sessionId $SESSION_ID with prices in GBP, the market set to the UK, and the language set to English?",2,2,
414,414,skyscanner80,flights_search_incomplete,"Can you provide the complete flight data for the sessionId $SESSION_ID using Japanese Yen as the currency, Japan as the market, and displaying the information in Japanese?",2,2,
415,415,skyscanner80,flights_search_incomplete,"Using sessionId $SESSION_ID for my flight search, please give me complete flight information with prices in CAD, market set to Canada, and the language set to English.",2,2,
416,416,skyscanner80,flights_search_incomplete,"Based on the sessionId $SESSION_ID, can you show me the full flight details in AUD with Australian market settings and English as the chosen language?",2,2,
417,417,skyscanner80,flights_search_incomplete,"I have a sessionId $SESSION_ID from an earlier flight search, please provide me the complete flight data using Indian Rupees as the currency, setting the market to India, and displaying the information in Hindi.",2,2,
418,418,skyscanner80,flights_search_incomplete,"Can you show complete flight details for sessionId $SESSION_ID using Korean Won as the currency, setting the market to South Korea, and displaying the information in Korean?",2,2,
419,419,skyscanner80,flights_search_incomplete,"For sessionId $SESSION_ID, please provide me with the complete flight information, with the prices shown in Mexican Pesos, the market set to Mexico, and the language set to Spanish.",2,2,
420,420,skyscanner80,flights_flight_detail,Can you tell me the details of the flight with itineraryId $ITINERARYID and token $TOKEN searching on skyscanner.com in USD currency and US market with locale set as en-US?,2,2,
421,421,skyscanner80,flights_flight_detail,"I need information about a flight on skyscanner, the itineraryId is $ITINERARYID and the token is $TOKEN. Can you provide the details about this flight using USD as the currency, US market, and en-US locale?",2,2,
422,422,skyscanner80,flights_flight_detail,"What are any specific details about the flight having itineraryId $ITINERARYID and token $TOKEN on skyscanner.com? I am searching with the currency set to USD, market set to the US, and the locale set as en-US.",2,2,
423,423,skyscanner80,flights_flight_detail,"Can you help me get the detailed information for a flight on skyscanner.com with itineraryId $ITINERARYID and token $TOKEN while using USD as the currency, US as the market, and en-US as the locale?",2,2,
424,424,skyscanner80,flights_flight_detail,"I am looking up a flight on skyscanner.com with itineraryId $ITINERARYID and token $TOKEN, and I'd like to see its details in USD and for the US market with the en-US locale. Can you provide that information?",2,2,
425,425,skyscanner80,flights_flight_detail,"I'd like to find more details about the flight listed on skyscanner.com with itineraryId $ITINERARYID and token $TOKEN. Please search using USD currency, the US market, and en-US locale.",2,2,
426,426,skyscanner80,flights_flight_detail,"Please show me the details for the flight with itineraryId $ITINERARYID and token $TOKEN on skyscanner.com. Make sure to search with USD as the currency, the US market, and en-US locale.",2,2,
427,427,skyscanner80,flights_flight_detail,"I need to know more about a specific flight on skyscanner.com. Its itineraryId is $ITINERARYID and the token is $TOKEN. Could you look it up using USD currency, the US market, and en-US locale settings?",2,2,
428,428,skyscanner80,flights_flight_detail,"What can you tell me about the flight listed on skyscanner.com with itineraryId $ITINERARYID and token $TOKEN if I search for it using USD currency, the US market, and en-US locale settings?",2,2,
429,429,skyscanner80,flights_flight_detail,"I'm trying to find out more information about a flight with itineraryId $ITINERARYID and token $TOKEN on skyscanner.com. Can you help me search for it using USD currency, the US market, and en-US locale settings?",2,2,
430,430,skyscanner80,flights_price_calendar,Can I see the flight price calendar from Shenzhen to Beijing for the departure on 1st May 2024 and return on 7th May 2024?,2,1,
431,431,skyscanner80,flights_price_calendar,"I am planning a round trip from Shanghai to Tokyo, departing on 10th April 2024, and coming back on 17th April 2024, can you show me the price calendar?",2,1,
432,432,skyscanner80,flights_price_calendar,"I want to know the price differences for flights from Guangzhou to New York, departing on 25th June 2024 and returning on 10th July 2024.",2,1,
433,433,skyscanner80,flights_price_calendar,Can you show the price calendar for the flights from Hong Kong to London for the departure on 15th August 2024 and return on 29th August 2024?,2,1,
434,434,skyscanner80,flights_price_calendar,"I would like to view the prices for flights from Xi'an to Paris, departing on 18th July 2024 and returning on 30th July 2024.",2,1,
