,did,tool_name,api_name,instruction,type,label,explain
435,435,skyscanner80,flights_price_calendar,"Can I see the flight price calendar from Taipei to Sydney, with my departure on 2nd September 2024 and my return on 16th September 2024?",2,1,
436,436,skyscanner80,flights_price_calendar,"Can you provide the price calendar for flights from Chengdu to Amsterdam, departing on 21st October 2024 and returning on 5th November 2024?",2,1,
437,437,skyscanner80,flights_price_calendar,"Can I check the prices for flights from Hangzhou to Moscow, departing on 13th December 2024 and returning on 27th December 2024?",2,1,
438,438,skyscanner80,flights_price_calendar,"I need the prices for roundtrip flights from Nanjing to Rome, I am leaving on 7th November 2024 and coming back on 21st November 2024.",2,1,
439,439,skyscanner80,flights_price_calendar,"Could you display the price calendar for flights from Wuhan to Madrid, if I depart on 16th May 2024 and return on 30th May 2024?",2,1,
440,440,skyscanner80,hotels_hotel_auto_complete,What are some hotel options in Beijing?,2,1,
441,441,skyscanner80,hotels_hotel_auto_complete,Can you suggest a list of hotels in Tokyo for my trip?,2,1,
442,442,skyscanner80,hotels_hotel_auto_complete,"I am planning to visit London, what are the hotels available there?",2,1,
443,443,skyscanner80,hotels_hotel_auto_complete,Are there any hotels near Disneyland in Paris?,2,1,
444,444,skyscanner80,hotels_hotel_auto_complete,Can you find some hotel options in San Francisco for my upcoming trip?,2,1,
445,445,skyscanner80,hotels_hotel_auto_complete,What hotels can I choose from in New York City?,2,1,
446,446,skyscanner80,hotels_hotel_auto_complete,"I'm looking for a list of hotels in Sydney, Australia.",2,1,
447,447,skyscanner80,hotels_hotel_auto_complete,"What are some hotel choices in Rome, Italy?",2,1,
448,448,skyscanner80,hotels_hotel_auto_complete,"Can you find some hotels for me in Seoul, South Korea?",2,1,
449,449,skyscanner80,hotels_hotel_auto_complete,"What hotels are available in Bangkok, Thailand?",2,1,
450,450,skyscanner80,hotels_search,What are some hotels are available in Beijing from 2024-04-12 to 2024-04-15?,2,1,
451,451,skyscanner80,hotels_search,Can you recommend me some hotels in Tokyo for my stay from 2024-05-10 to 2024-05-14?,2,1,
452,452,skyscanner80,hotels_search,Which hotels can I choose from in Hong Kong when I visit from 2024-07-20 to 2024-07-25?,2,1,
453,453,skyscanner80,hotels_search,I'm planning a trip to Paris. What hotels are available from 2024-08-10 to 2024-08-17?,2,1,
454,454,skyscanner80,hotels_search,Help me find hotels in New York City for my trip from 2024-09-10 to 2024-09-15.,2,1,
455,455,skyscanner80,hotels_search,"I'll be in London from 2024-10-01 to 2024-10-07, can you find me some hotels to stay in?",2,1,
456,456,skyscanner80,hotels_search,Recommend me hotels in San Francisco for my vacation from 2024-12-01 to 2024-12-10.,2,1,
457,457,skyscanner80,hotels_search,I am visiting Seoul on 2024-11-15 and will stay until 2024-11-20. Which hotels should I consider?,2,1,
458,458,skyscanner80,hotels_search,My trip to Sydney is from 2024-06-30 to 2024-07-06. Can you help me find a hotel?,2,1,
459,459,skyscanner80,hotels_search,Find me the hotels available in Bangkok from 2024-08-20 to 2024-08-27.,2,1,
460,460,skyscanner80,hotels_hotel_detail,"Can I get the details for the hotel with id 218005414 in US Dollars, market US, in the language English (US)?",2,2,
461,461,skyscanner80,hotels_hotel_detail,"What does the hotel with id 218005414 offer if the currency is Euro (EUR), the market is Germany (DE), and the locale is German (de-DE)?",2,2,
462,462,skyscanner80,hotels_hotel_detail,"Can you tell me more about the hotel having the id 218005414, displaying prices in Chinese Yuan, for the Chinese market, with Mandarin as the locale?",2,2,
463,463,skyscanner80,hotels_hotel_detail,I need information about the hotel with the id 218005414. Can you provide it in Indian Rupees for the Indian market using Hindi locale?,2,2,
464,464,skyscanner80,hotels_hotel_detail,"Could you provide me with hotel details, where the id is 218005414, the currency is USD, the market is US and the locale is English (US)?",2,2,
465,465,skyscanner80,hotels_hotel_detail,"I have the hotel id 218005414. What information can you give me about that hotel with the currency in Pound, the market in the UK, and the locale in English (UK)?",2,2,
466,466,skyscanner80,hotels_hotel_detail,"Can you provide the hotel details of id 218005414 in Japanese Yen, suitable for the Japanese market and locale in Japanese (jp-JP)?",2,2,
467,467,skyscanner80,hotels_hotel_detail,"Can you tell me about the services offered by the hotel with id 218005414 in Singapore Dollars, for the Singapore market, and the locale in English (SG)?",2,2,
468,468,skyscanner80,hotels_hotel_detail,"Could you provide information on the hotel with the id 218005414, using Australian Dollars, for the Australian market, with the locale in English (AU)?",2,2,
469,469,skyscanner80,hotels_hotel_detail,"I am interested in the hotel having the id 218005414. Can you fetch the relevant info in Canadian Dollars, for the Canada market, and in English (CA) locale?",2,2,
470,470,skyscanner80,hotels_prices,How much does it cost to stay at hotel 218005414 in Shenzhen from 2024-03-26 to 2024-03-28?,2,2,
471,471,skyscanner80,hotels_prices,I found a hotel with ID 123456789 in Shenzhen. What is the price for staying from 2024-04-01 to 2024-04-07 with two rooms?,2,2,
472,472,skyscanner80,hotels_prices,What are the hotel prices for Hotel ID 987654321 in Shenzhen if I check-in on 2024-04-15 and check-out on 2024-04-20 with three rooms?,2,2,
473,473,skyscanner80,hotels_prices,"Can you tell me the cost of staying at the hotel with ID 246813579 in Shenzhen for 5 nights starting from 2024-05-10, in RMB currency?",2,2,
474,474,skyscanner80,hotels_prices,I'm planning a trip to Shenzhen and found a hotel with ID 135792468. How much would it cost to book a room from 2024-06-01 to 2024-06-08 in euros?,2,2,
475,475,skyscanner80,hotels_prices,What's the price for hotel 864209753 in Shenzhen if I check-in on 2024-07-01 and check-out on 2024-07-05 with one room?,2,2,
476,476,skyscanner80,hotels_prices,"I need the price for a 3-night stay at a Shenzhen hotel with ID 111222333, checking in on 2024-08-01 and checking out on 2024-08-04, for two rooms and in HKD currency.",2,2,
477,477,skyscanner80,hotels_prices,"What is the cost for a 4-night stay at Hotel ID 555666777 in Shenzhen, checking in on 2024-09-05 and checking out on 2024-09-09 for three rooms, using the GBP currency?",2,2,
478,478,skyscanner80,hotels_prices,Can you give me the price of hotel 999888777 in Shenzhen from 2024-10-15 to 2024-10-21 in AUD currency?,2,2,
479,479,skyscanner80,hotels_prices,"I want to know the price for a week-long stay at a Shenzhen hotel with ID 333222111, from 2024-11-01 to 2024-11-08, using the JPY currency.",2,2,
480,480,skyscanner80,hotels_reviews,What are the reviews for the hotel with ID 218005414?,2,2,
481,481,skyscanner80,hotels_reviews,Can I see the feedback for the hotel ID 122254510?,2,2,
482,482,skyscanner80,hotels_reviews,How do customers rate the hotel with the ID 388554122?,2,2,
483,483,skyscanner80,hotels_reviews,What are the comments for the hotel ID 202551414 on the second page?,2,2,
484,484,skyscanner80,hotels_reviews,Can I get reviews for the hotel 31875612 on page 3?,2,2,
485,485,skyscanner80,hotels_reviews,What do guests say about the hotel with the ID 183259710?,2,2,
486,486,skyscanner80,hotels_reviews,How do guests rate the service at the hotel with ID 4924510?,2,2,
487,487,skyscanner80,hotels_reviews,What are the reviews for the hotel ID 887564122 on the 5th page?,2,2,
488,488,skyscanner80,hotels_reviews,Can I see what guests say about the hotel with ID 129954102?,2,2,
489,489,skyscanner80,hotels_reviews,How do customers feel about their stay at the hotel with the ID 4775214?,2,2,
490,490,skyscanner80,hotels_similar_hotels,Can you recommend some similar hotels to the one with ID 218005414 for my stay from 2024-04-10 to 2024-04-15 in Shenzhen?,2,2,
491,491,skyscanner80,hotels_similar_hotels,What are some alternatives to the hotel with ID 218005414 for my stay in Shenzhen between 2024-05-01 and 2024-05-07?,2,2,
492,492,skyscanner80,hotels_similar_hotels,I'm looking for hotels similar to the one with ID 218005414 for a stay from 2024-06-20 to 2024-06-25. Can you help?,2,2,
493,493,skyscanner80,hotels_similar_hotels,Find hotels like the one with ID 218005414 for a stay in Shenzhen from 2024-07-10 to 2024-07-15.,2,2,
494,494,skyscanner80,hotels_similar_hotels,I want to book a hotel similar to the one with ID 218005414 for 2024-08-15 to 2024-08-20 in Shenzhen. What are my options?,2,2,
495,495,skyscanner80,hotels_similar_hotels,Please give me a list of hotels that are similar to the one with ID 218005414 for my stay in Shenzhen from 2024-09-01 to 2024-09-06.,2,2,
496,496,skyscanner80,hotels_similar_hotels,Can you suggest some hotels like the one with ID 218005414 for a stay in Shenzhen between 2024-10-16 and 2024-10-22?,2,2,
497,497,skyscanner80,hotels_similar_hotels,Are there any hotels similar to the one with ID 218005414 available in Shenzhen from 2024-11-10 to 2024-11-15?,2,2,
498,498,skyscanner80,hotels_similar_hotels,Help me find hotels like the one with ID 218005414 in Shenzhen for a stay from 2024-12-01 to 2024-12-07.,2,2,
499,499,skyscanner80,hotels_similar_hotels,What are some hotels similar to the one with ID 218005414 that I can book from 2024-12-25 to 2024-12-30 in Shenzhen?,2,1,
500,500,skyscanner80,hotels_nearby_map,"Can you show me a list of hotels near the Shenzhen airport (22.6393, 113.8107)?",2,1,
501,501,skyscanner80,hotels_nearby_map,"Which hotels are close to the 30.54277, 114.34216 coordinates in Wuhan?",2,1,
502,502,skyscanner80,hotels_nearby_map,"I am currently at latitude 22.5501 and longitude 114.0569 in Shenzhen, can you find nearby hotels for me?",2,1,
503,503,skyscanner80,hotels_nearby_map,"Can you find hotels around the Beijing train station (39.9042, 116.4074) in Chinese currency (CNY)?",2,1,
504,504,skyscanner80,hotels_nearby_map,"What are the available hotels near the Guangzhou Tower (23.1054, 113.3250) for a UK traveler?",2,1,
505,505,skyscanner80,hotels_nearby_map,Can you list the hotels close to the latitude 31.2304 and longitude 121.4737 in Shanghai in British Pounds (GBP)?,2,1,
506,506,skyscanner80,hotels_nearby_map,"I'm at location 24.4798, 118.0894 in Xiamen, can you search for hotels near me in US dollars?",2,1,
507,507,skyscanner80,hotels_nearby_map,"Please find hotels near the coordinates 29.8683, 121.5439 in Ningbo for a Canadian traveler in CAD.",2,1,
508,508,skyscanner80,hotels_nearby_map,"Can you show me hotels around 43.8280, 87.6179 in Urumqi using Australian dollars (AUD)?",2,1,
509,509,skyscanner80,hotels_nearby_map,"I am located at 23.1291, 113.2644 in Guangzhou, please find nearby hotels for me in Euros (EUR).",2,1,
510,510,tourist_attraction,currencies,What are the different types of currencies available for tourists to use?,2,2,
511,511,tourist_attraction,currencies,Can you provide me with a list of global currencies for international travelers?,2,2,
512,512,tourist_attraction,currencies,"I want to know the various currencies used around the world, can you help me with that?",2,2,
513,513,tourist_attraction,currencies,"To plan my trip, I need to know all the currencies accepted worldwide. Can you provide this information?",2,2,
514,514,tourist_attraction,currencies,Which currencies are commonly used for tourist attractions around the world?,2,2,
515,515,tourist_attraction,currencies,"In order to prepare for my travels, I'd like to know different worldwide currencies. Can you help me?",2,2,
516,516,tourist_attraction,currencies,Could you please list all the currencies used in various countries for tourists?,2,2,
517,517,tourist_attraction,currencies,"As a traveler, I want to be informed about the different currencies. Can you provide a list for me?",2,2,
518,518,tourist_attraction,currencies,What are the different currencies I might encounter while traveling the world?,2,2,
519,519,tourist_attraction,currencies,"To ensure smooth transactions during my trip, I need to know all global currencies. Can you help me with that?",2,2,
520,520,tourist_attraction,languages,Can you give me a list of languages available for the Tourist Attraction API?,2,2,
521,521,tourist_attraction,languages,What languages can I use to access information from the Tourist Attraction API?,2,2,
522,522,tourist_attraction,languages,Can you show me the different languages supported by the Tourist Attraction API?,2,2,
523,523,tourist_attraction,languages,I want to browse tourist attractions in different languages; what are my options?,2,2,
524,524,tourist_attraction,languages,What are the language options I can choose from when using the Tourist Attraction API?,2,2,
525,525,tourist_attraction,languages,Can you provide a list of all languages supported by the Tourist Attraction API?,2,2,
526,526,tourist_attraction,languages,In what languages can I get information about tourist attractions?,2,2,
527,527,tourist_attraction,languages,"I want to explore global attractions in various languages, which languages are supported by the API?",2,2,
528,528,tourist_attraction,languages,Can you tell me what languages the Tourist Attraction API works with?,2,2,
529,529,tourist_attraction,languages,What languages can I use to explore popular tourist attractions with the Tourist Attraction API?,2,2,
530,530,tourist_attraction,typeahead,Can you suggest some attractions in Paris as I type the name?,2,0,
531,531,tourist_attraction,typeahead,"I'm in Rome, can you give me some sightseeing predictions while I search the city?",2,0,
532,532,tourist_attraction,typeahead,Can you recommend some historical sites while I explore London in English?,2,1,
533,533,tourist_attraction,typeahead,"When searching for attractions in New York City, can you give me some real-time suggestions in Chinese?",2,1,
534,534,tourist_attraction,typeahead,"As I type ""Great Wall"", can you provide some autocomplete search results in English?",2,0,
535,535,tourist_attraction,typeahead,"While searching for museums in Tokyo, can you predict some attractions for me in Japanese?",2,1,
536,536,tourist_attraction,typeahead,"I want to visit Barcelona, show me real-time suggestions as I type the city's name in Spanish.",2,0,
537,537,tourist_attraction,typeahead,Can you help generate some recommendations for natural landmarks in Sydney while I type in English?,2,0,
538,538,tourist_attraction,typeahead,"As I search for popular attractions in Beijing, can you predict some results for me in Chinese?",2,0,
539,539,tourist_attraction,typeahead,"I'm planning to visit San Francisco, show me some autocomplete suggestions for attractions as I type the city name in English.",2,0,
540,540,tourist_attraction,search,"Can you tell me about the main tourist attractions in Paris, France, in English and price in Euros?",2,1,
541,541,tourist_attraction,search,"I am heading to New York after a month, could you provide me with the English details of the popular sites there and expected expenditure in US dollars?",2,1,
542,542,tourist_attraction,search,"I am planning a trip to Sydney, Australia. Could you give me some information about the attractions there in Chinese and cost in Chinese yuan?",2,1,
543,543,tourist_attraction,search,"Could you provide me with some information about tourist attractions in Tokyo, Japan, in Japanese language and the expenses in Japanese yen?",2,1,
544,544,tourist_attraction,search,"I will visit London, UK, next week, and I need English information and the cost in British Pound for the popular tourist sites there, can you do that?",2,1,
545,545,tourist_attraction,search,"I'm planning a vacation in Rome, Italy. Can you give me some information about popular attractions there in English and the cost in Euros?",2,1,
546,546,tourist_attraction,search,"Can you show me the details about the tourist attractions in Berlin, Germany, in German and the cost in Euros?",2,1,
547,547,tourist_attraction,search,"I'm interested in visiting Moscow, Russia. Could you tell me about the famous sites there and the cost in Ruble, and kindly ensure that the information is in Russian?",2,1,
548,548,tourist_attraction,search,"What are the popular tourist sites in Madrid, Spain and might I ask for the information in Spanish and the cost in Euros?",2,1,
549,549,tourist_attraction,search,"I'm going to Istanbul, Turkey next month. Can you give me information about the attractions there in Turkish and the costs in Turkish lira?",2,1,
550,550,tourist_attraction,detail,"Can you give me more information about the Eiffel Tower in Paris, in English, using Euro as the currency?",2,1,
551,551,tourist_attraction,detail,"I want to know more about the Great Wall of China in Mandarin, using Yuan as the currency.",2,1,
552,552,tourist_attraction,detail,"What information is available about the Statue of Liberty in New York, in English, using US dollar?",2,1,
553,553,tourist_attraction,detail,"I'm interested in the Colosseum in Rome, can I get the details in Italian, using Euro?",2,1,
554,554,tourist_attraction,detail,"Can I get details about the Pyramids of Giza in Egypt, in Arabic, and using Egyptian pound as the currency?",2,1,
555,555,tourist_attraction,detail,"I want to know more about Mount Fuji in Japan, in Japanese, using Yen as the currency.",2,1,
556,556,tourist_attraction,detail,"Can you provide me details of the Sydney Opera House, in English, using Australian dollar?",2,1,
557,557,tourist_attraction,detail,"Can you give me the detailed information about Machu Picchu in Peru, in Spanish, using Sol as the currency?",2,1,
558,558,tourist_attraction,detail,"I would like to know more about the Great Barrier Reef in Australia, in English, using Australian dollar.",2,1,
559,559,tourist_attraction,detail,"Can I get the details of the Christ the Redeemer in Brazil, in Portuguese, using Brazilian real as the currency?",2,1,
560,560,tourist_attraction,photos,Can you show me some photos of the Great Wall of China?,2,2,
561,561,tourist_attraction,photos,"I'd like to see images of the Eiffel Tower in Paris, France.",2,2,
562,562,tourist_attraction,photos,What does the Colosseum in Rome look like? Can you show me some pictures?,2,2,
563,563,tourist_attraction,photos,I'm interested in visiting Niagara Falls. Can you provide me with some images?,2,2,
564,564,tourist_attraction,photos,Can you please show me some photos of the Grand Canyon?,2,2,
565,565,tourist_attraction,photos,I've always wanted to visit the Sydney Opera House. Do you have any pictures of it?,2,2,
566,566,tourist_attraction,photos,I'm planning a trip to London. Can you show me some images of the Buckingham Palace?,2,2,
567,567,tourist_attraction,photos,"I'd like to see how the Statue of Liberty looks like, can you show me some photos?",2,2,
568,568,tourist_attraction,photos,Can you provide me with some images of the beautiful Taj Mahal in India?,2,2,
569,569,tourist_attraction,photos,I want to visit Machu Picchu in Peru. Can you show me some photos of this ancient site?,2,2,
570,570,tourist_attraction,reviews,Can you tell me the users' reviews in English and the price in USD for location_id ABC123 at the Window of the World in Shenzhen?,2,2,
571,571,tourist_attraction,reviews,What are tourists saying in Mandarin and how much does it cost in CNY about location_id XYZ456 for visiting the Shenzhen Museum?,2,2,
572,572,tourist_attraction,reviews,"I'm going to the Shenzhen Safari Park, can I get the reviews in English and its entrance fee in USD for location_id QWE789?",2,2,
573,573,tourist_attraction,reviews,"Show me the reviews and price in CNY for the location_id MNO234 at the Happy Valley amusement park in Shenzhen, I prefer Chinese language reviews.",2,2,
574,574,tourist_attraction,reviews,I want to know the recent reviews in English and the ticket price in USD for location_id POI567 at the Shenzhen Bay Park.,2,2,
575,575,tourist_attraction,reviews,"I am interested in Splendid China Folk Village, can you provide the reviews in Mandarin and tell me the ticket price in CNY for location_id XYZ890?",2,2,
576,576,tourist_attraction,reviews,What do visitors say and how much does it cost in US dollars for location_id UYT345 at the Dapeng Fortress in English language reviews?,2,2,
577,577,tourist_attraction,reviews,Can I have the Hongfa Temple reviews in English language and the ticket price in USD with location_id KJW678?,2,2,
578,578,tourist_attraction,reviews,I would like to know the reviews in Chinese language and the pricing in CNY for location_id MOP234 at the Lianhuashan Park in Shenzhen.,2,2,
579,579,tourist_attraction,reviews,Give me the reviews in English and ticket cost in USD for location_id XWS567 at the OCT East Shenzhen theme park.,2,2,
580,580,weatherapi_com,realtime_weather_api,"What's the current weather in Shenzhen, China?",2,1,
581,581,weatherapi_com,realtime_weather_api,"Can you tell me the real-time weather condition at 22.5431, 114.0579 (Shenzhen's latitude and longitude)?",2,0,
582,582,weatherapi_com,realtime_weather_api,What's the weather like at the Shenzhen Bao'an International Airport (IATA code: SZX)?,2,1,
583,583,weatherapi_com,realtime_weather_api,Is it cloudy or sunny in Beijing right now?,2,1,
584,584,weatherapi_com,realtime_weather_api,What is the current temperature in New York City (US zip: 10001)?,2,1,
585,585,weatherapi_com,realtime_weather_api,Can you provide real-time weather information for London (UK postcode: SW1)?,2,1,
586,586,weatherapi_com,realtime_weather_api,What are the current weather conditions in Toronto (Canada postal code: M5H)?,2,1,
587,587,weatherapi_com,realtime_weather_api,Is it currently snowing in Moscow?,2,1,
588,588,weatherapi_com,realtime_weather_api,What's the weather like right now at the Paris-Charles de Gaulle Airport (IATA code: CDG)?,2,1,
589,589,weatherapi_com,realtime_weather_api,Can you give me the current weather for my location (auto:ip)?,2,0,
590,590,weatherapi_com,forecast_weather_api,What will the weather in Beijing be like in 5 days?,2,1,
591,591,weatherapi_com,forecast_weather_api,Give me a 7-day forecast for the weather in Hongkong.,2,1,
592,592,weatherapi_com,forecast_weather_api,What's the weather forecast in Shenzhen for the next 10 days?,2,1,
593,593,weatherapi_com,forecast_weather_api,I am planning a trip to San Francisco next week. Can you tell me the weather forecast?,2,1,
594,594,weatherapi_com,forecast_weather_api,Can you provide a weather forecast for the next 14 days in London in French?,2,1,
595,595,weatherapi_com,forecast_weather_api,I need a 3-day weather forecast for 10001 zip code area in New York.,2,1,
596,596,weatherapi_com,forecast_weather_api,Could you provide me with a 14 day weather forecast for the airport with the IATA code LHR?,2,0,
597,597,weatherapi_com,forecast_weather_api,"We are planning a picnic in Hawaii next Sunday the 2nd of April, what is the weather forecast?",2,1,
598,598,weatherapi_com,forecast_weather_api,"My sister lives in Canada, postal code G2J. Can you tell me the weather forecast there for the next week?",2,1,
599,599,weatherapi_com,forecast_weather_api,"Can I have an 8-day weather forecast for the coordinates 48.8567,2.3508?",2,0,
600,600,weatherapi_com,ip_lookup_api,Can you find out information about the IP address 192.168.0.1?,2,1,
601,601,weatherapi_com,ip_lookup_api,What info is available for IP address 2001:0db8:85a3:0000:0000:8a2e:0370:7334 in IPv6 format?,2,1,
602,602,weatherapi_com,ip_lookup_api,What details can you provide for my current IP address?,2,0,
603,603,weatherapi_com,ip_lookup_api,Can you look up information for IP 172.16.254.100?,2,1,
604,604,weatherapi_com,ip_lookup_api,Help me find details about IP address 123.45.67.89.,2,1,
605,605,weatherapi_com,ip_lookup_api,"I want to know information about IP 10.0.0.2, can you find it for me?",2,1,
606,606,weatherapi_com,ip_lookup_api,Provide information about IP address 2405:204:1234:abcd::1 in IPv6 format.,2,1,
607,607,weatherapi_com,ip_lookup_api,What can you find about the IP address 223.255.255.254?,2,1,
608,608,weatherapi_com,ip_lookup_api,Can you get me details about IP address 169.254.0.1?,2,1,
609,609,weatherapi_com,ip_lookup_api,"I need information about my current IP address, can you help me?",2,0,
610,610,weatherapi_com,time_zone_api,What's the current local time in Paris?,2,1,
611,611,weatherapi_com,time_zone_api,Could you tell me the time zone of New York City by its zip code 10001?,2,1,
612,612,weatherapi_com,time_zone_api,What is the local time at the location with latitude 48.8567 and longitude 2.3508?,2,0,
613,613,weatherapi_com,time_zone_api,Can you provide the current time in Vancouver with its postal code G2J?,2,1,
614,614,weatherapi_com,time_zone_api,"I need to know the time zone of the location with IP address 100.0.0.1, can you get it?",2,0,
615,615,weatherapi_com,time_zone_api,What is the current time at EGLL airport by using its metar code?,2,0,
616,616,weatherapi_com,time_zone_api,Can you tell me what is the time zone of the city where the DXB airport is located by using its IATA code?,2,0,
617,617,weatherapi_com,time_zone_api,What's the local time now in Tokyo?,2,1,
618,618,weatherapi_com,time_zone_api,Could you please let me know the current time in London using its postcode SW1?,2,1,
619,619,weatherapi_com,time_zone_api,"By using the IP lookup method, could you tell me what the current time is for the place corresponding to my IP?",2,0,
620,620,weatherapi_com,astronomy_api,When will the sun rise and set in Shenzhen today?,2,1,
621,621,weatherapi_com,astronomy_api,What time is moonrise and moonset in Paris on 2024-3-25?,2,1,
622,622,weatherapi_com,astronomy_api,What is the current moon phase and illumination in London on 2024-3-25?,2,1,
623,623,weatherapi_com,astronomy_api,Can you tell me the sunrise and sunset times in New York City for 2024-03-25?,2,1,
624,624,weatherapi_com,astronomy_api,I want to know the moonrise and moonset times for Tokyo on 2024-03-25.,2,1,
625,625,weatherapi_com,astronomy_api,"What are the astronomy details for the coordinates 48.8567, 2.3508 on 2024-3-25?",2,0,
626,626,weatherapi_com,astronomy_api,When does the sun rise and set in ZIP code 10001 on 2024-03-25?,2,1,
627,627,weatherapi_com,astronomy_api,Can you provide the moon phase and illumination for Vancouver with the postal code G2J on 2024-3-25?,2,1,
628,628,weatherapi_com,astronomy_api,What are the sunrise and sunset times for the UK postcode SW1 on 2024-03-25?,2,1,
629,629,weatherapi_com,astronomy_api,"Using IP lookup, please tell me the astronomy information for my current location in Shenzhen on 2024-3-25.",2,0,
630,630,weatherapi_com,search_autocomplete_api,Can you show me all the cities that match 'Shen'?,2,2,
631,631,weatherapi_com,search_autocomplete_api,What cities or towns exist with names that contain 'Beijing'?,2,2,
632,632,weatherapi_com,search_autocomplete_api,What towns in the UK have postal codes that begin with 'SW1'?,2,2,
633,633,weatherapi_com,search_autocomplete_api,Are there any towns whose names contain 'Zhuhai'?,2,2,
634,634,weatherapi_com,search_autocomplete_api,Can you list all the towns or cities that match 'Guang'?,2,2,
635,635,weatherapi_com,search_autocomplete_api,I am looking for Canadian towns with postal code 'G2J'. What can you find?,2,2,
636,636,weatherapi_com,search_autocomplete_api,What are the cities that relate to 'Chicago' when I use the keyword searching?,2,2,
637,637,weatherapi_com,search_autocomplete_api,In what city will I find the airport with IATA code 'DXB'?,2,2,
638,638,weatherapi_com,search_autocomplete_api,"I have an IP address '100.0.0.1', what city does it relate to?",2,2,
639,639,weatherapi_com,search_autocomplete_api,I'm looking for cities and towns that have 'York' in their name.,2,2,
640,640,web_capture,take_image_screenshot,"Can I obtain a screenshot of the website: https://www.wikipedia.org/ with width 500 pixels, and height of 700 pixels?",2,1,
641,641,web_capture,take_image_screenshot,How does the homepage of https://arxiv.org/ look like in a picture of 250 x 300 resolution.,2,1,
642,642,web_capture,take_image_screenshot,I want the screenshot of website https://google.com with the dimension of 800x600.,2,1,
643,643,web_capture,take_image_screenshot,Can I take a screenshot of the website https://google.com? Use width 350 pixels and height 500 pixels.,2,1,
644,644,web_capture,take_image_screenshot,Could you give me a screenshot of my personal blog at https://huggingface.co/? Let's have it in a 1280x720 resolution.,2,1,
645,645,web_capture,take_image_screenshot,How can I get a picture of the page https://arxiv.org/ in a 720x480 size?,2,1,
646,646,web_capture,take_image_screenshot,I need a screenshot of my online course homepage on https://www.wikipedia.org/ at 1024x768 pixels.,2,1,
647,647,web_capture,take_image_screenshot,Can you help me take a screen capture of the news page https://huggingface.co/ at the current date and time with a resolution of 500x700?,2,1,
648,648,web_capture,take_image_screenshot,"How to make a screenshot of the webpage https://www.bing.com/, with the image size of 800 by 600?",2,1,
649,649,web_capture,take_image_screenshot,"Can I have a screenshot of the website https://www.bing.com/, at a resolution of 1920x1080?",2,1,
650,650,world_time_by_api_ninjas,v1_worldtime,"What is the current time in New York City, United States?",2,1,
651,651,world_time_by_api_ninjas,v1_worldtime,"Can you tell me the current time in Paris, France?",2,1,
652,652,world_time_by_api_ninjas,v1_worldtime,"What's the time in Los Angeles, California, USA right now?",2,1,
653,653,world_time_by_api_ninjas,v1_worldtime,"I need to know the current time in London, United Kingdom.",2,1,
654,654,world_time_by_api_ninjas,v1_worldtime,"What is the time in Tokyo, Japan at the moment?",2,1,
655,655,world_time_by_api_ninjas,v1_worldtime,Please tell me the current time for the timezone Europe/Berlin.,2,1,
656,656,world_time_by_api_ninjas,v1_worldtime,"Can you find out the time in Sydney, Australia right now?",2,1,
657,657,world_time_by_api_ninjas,v1_worldtime,"What is the current time at the latitude and longitude coordinates (37.7749, -122.4194)?",2,0,
658,658,world_time_by_api_ninjas,v1_worldtime,"How late is it in Moscow, Russia at this moment?",2,1,
659,659,world_time_by_api_ninjas,v1_worldtime,"I would like to know the current time in Rio de Janeiro, Brazil.",2,1,
